group,valid_accuracy,valid_macro_f1,valid_road_f1,valid_field_f1,test_accuracy,test_macro_f1,test_road_f1,test_field_f1,pred_road_rate,pred_field_rate,collapse_flag,segment_scale,notes
PT2G_MSC_v1,0.9250240867744961,0.8888196998197027,0.8253751466442542,0.9522642529951513,0.9160558299514476,0.8761072669054182,0.8057557448254107,0.9464587889854258,0.2151193884292321,0.7848806115707679,False,0.013451552018523216,completed
