split,accuracy,macro_f1,road_precision,road_recall,road_f1,field_precision,field_recall,field_f1,true_road_rate,pred_road_rate,true_field_rate,pred_field_rate,road_as_field_count,field_as_road_count,high_conf_error_count,collapse_flag,confusion_matrix
valid,0.9250240572562699,0.8888196998197027,0.9025772603683989,0.7603393767339829,0.8253751466442542,0.9305070952171595,0.975063224136917,0.9522642529951513,0.2330396343297047,0.19631472905515127,0.7669603656702954,0.8036852709448488,7429,2544,3916,False,"[[23569, 7429], [2544, 99474]]"
test,0.9160558299514476,0.8761072669054182,0.8093497123915375,0.8021935546214427,0.8057557448254107,0.9453017489010915,0.9476186649523197,0.9464587889854258,0.2170384119294051,0.2151193884292321,0.7829615880705949,0.7848806115707679,4094,3911,2818,False,"[[16603, 4094], [3911, 70753]]"
